f:normalized relation similarity	d:number of concept pairs	d:number of edges of largest frame	d:number of matched frames	f:mean of within-blend semantic similarity	f:mean importance of vital relations	f:input spaces balance	d:graph's vertices	d:graph's edges	g:blend space
0.14285714285714285	-8.0	-6.0	20.0	0.33776055815964556	-0.8723333333333333	-0.9	10	12	husband,capableof,please_his_wife|hunt_mouse_and_bird;husband|cat,capableof,honor_his_wife|appear_to_be_angry;fur,partof,husband|cat;husband,desires,please_his_wife|hunt_mouse_and_bird;nissan_make_car_person|bear,capableof,drive|eat_vegetable;fasten_your_seatbelt|grow_garden,motivatedbygoal,drive|eat_vegetable;husband|cat,madeof,fur;fur,partof,nissan_make_car_person|bear;be_involve_in_accident|change_society,hasprerequisite,fasten_your_seatbelt|grow_garden;fur,atlocation,husband|cat;drive_recklessly|read_about_other_person_who_change_society,motivatedbygoal,be_involve_in_accident|change_society;husband|cat,desires,please_his_wife|hunt_mouse_and_bird;
0.25	-7.0	-2.0	2.0	0.6604681526324615	-1.0	-1.0	10	10	fingerboard|fur,partof,banjo|kitten;nissan_make_car_person|bear,capableof,fish_with_its_paw;fur,partof,bow_string_instrument|most_cat;nissan_make_car_person|bear,capableof,drive|eat_vegetable;husband|cat,madeof,fur;fur,partof,nissan_make_car_person|bear;fingerboard|fur,partof,bow_string_instrument|most_cat;fur,partof,banjo|kitten;husband|cat,desires,please_his_wife|hunt_mouse_and_bird;fingerboard|fur,madeof,many_hair;
0.2	-9.0	-8.0	15.0	0.4112475767079245	-0.9343	-1.0	10	10	fingerboard|fur,partof,banjo|kitten;husband|cat,capableof,honor_his_wife|appear_to_be_angry;fur,partof,husband|cat;banjo|kitten,atlocation,banjo_player_hand|your_arm;nissan_make_car_person|bear,capableof,drive|eat_vegetable;husband|cat,madeof,fur;banjo|kitten,capableof,play_bluegrass_music|be_feed_small_quantity_often;fur,partof,nissan_make_car_person|bear;fur,partof,banjo|kitten;husband|cat,desires,please_his_wife|hunt_mouse_and_bird;
0.16666666666666666	-9.0	-4.0	5.0	0.17470148609878403	-0.5373333333333333	-0.7222222222222222	10	9	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;back_of_house|human_body,capableof,die;drive|eat_vegetable,hasfirstsubevent,check_your_mirror|clean_them;die,hasfirstsubevent,perform_in_orchestra|rest;synapse|atomic_number_of_one,partof,nerve|hydrogen;child|child_sit_in_classroom_and,capableof,die;
0.09090909090909091	-9.0	-7.0	20.0	0.2816613625179343	-0.38099999999999995	-0.7307692307692307	10	13	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;heat,createdby,fire|glass_case;light_fire|use_television,hassubevent,burn_yourself|eat_potato_crisp;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.14285714285714285	-8.0	-2.0	5.0	0.10465730211903908	-0.42987500000000006	-0.75	9	8	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;test_car|eat_healthily,hassubevent,drive|eat_vegetable;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.125	-8.0	-4.0	4.0	0.1987839659453572	-0.43075	-0.75	9	8	organism|chemistry_lab,notdesires,die;see_movie|agree_with_someone,haslastsubevent,leave|come_to_mutual_understand;leave|come_to_mutual_understand,entails,die;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;nerve|hydrogen,partof,all_high_animal|hydrocarbon;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.09999999999999999	-9.0	-7.0	20.0	0.2961577924373723	-0.427	-0.7142857142857143	10	14	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;heat,createdby,fire|glass_case;fire|glass_case,causes,heat;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;fire|glass_case,usedfor,heat_water|protect_glass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.19999999999999998	-7.0	-8.0	5.0	0.3073298325658894	-0.5055714285714286	-0.7857142857142857	8	7	organism|chemistry_lab,notdesires,die;child|child_sit_in_classroom_and,capableof,listen_to_music|learn_something;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.125	-9.0	-4.0	12.0	0.18239826035484075	-0.5439	-0.75	10	10	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;organism|chemistry_lab,capableof,die;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;nerve|hydrogen,partof,all_high_animal|hydrocarbon;test_car|eat_healthily,hassubevent,drive|eat_vegetable;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.0909090909090909	-9.0	-7.0	20.0	0.30196793972154545	-0.3627142857142857	-0.7142857142857143	10	14	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;heat,createdby,fire|glass_case;person_to_cheer_for_you|air,receivesaction,heat;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;start_flame_or_fire|go_on_internet,hasprerequisite,strike_match_against_something|buy_computer;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.125	-9.0	-4.0	7.0	0.11670919229794459	-0.49322222222222223	-0.7777777777777778	10	9	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;test_car|eat_healthily,hassubevent,drive|eat_vegetable;die,hasfirstsubevent,perform_in_orchestra|rest;synapse|atomic_number_of_one,partof,nerve|hydrogen;child|child_sit_in_classroom_and,capableof,die;
0.14285714285714285	-9.0	-8.0	9.0	0.1378270364150877	-0.5073333333333334	-0.7777777777777778	10	9	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;nerve|hydrogen,partof,all_high_animal|hydrocarbon;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.16666666666666666	-8.0	-8.0	7.0	0.1278869306478965	-0.44575000000000004	-0.75	9	8	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.19999999999999998	-7.0	-8.0	5.0	0.2857263446241008	-0.5055714285714286	-0.7142857142857143	8	7	organism|chemistry_lab,notdesires,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;back_of_house|human_body,capableof,die;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.19999999999999998	-3.0	-8.0	12.0	0.09216485394273062	-0.4848333333333334	-0.75	7	6	fur,antonym,scale|barge;fur,partof,nissan_make_car_person|bear;scale|barge,usedfor,help_you_loose_weight;nissan_make_car_person|bear,antonym,die;child|child_sit_in_classroom_and,capableof,die;scale|barge,atlocation,bathroom;
0.3333333333333333	-2.0	-2.0	2.0	0.016604851512628166	-0.4143333333333333	-0.8	4	3	drive|eat_vegetable,hassubevent,raise_passenger_window;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;
0.19999999999999998	-9.0	-8.0	8.0	0.3576313416369528	-0.7755555555555556	-0.8333333333333334	10	9	locker_room|student,capableof,smell_bad|learn_language;fly_kite,hasfirstsubevent,check_your_mind|be_asleep;evidence|child,capableof,fly_kite;keep_ask|open_it,motivatedbygoal,determine_truth|read_book;separate_shower|person,atlocation,locker_room|student;objective_evidence|rest,usedfor,determine_truth|read_book;fart|enroll_in_language_class,motivatedbygoal,smell_bad|learn_language;evidence|child,capableof,determine_truth|read_book;separate_shower|person,capableof,fly_kite;
0.1111111111111111	-9.0	-4.0	5.0	0.20196740151057108	-0.494	-0.7777777777777778	10	9	organism|chemistry_lab,notdesires,die;see_movie|agree_with_someone,haslastsubevent,leave|come_to_mutual_understand;leave|come_to_mutual_understand,entails,die;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;go_to_movie_theater|nod_your_head,motivatedbygoal,see_movie|agree_with_someone;nerve|hydrogen,partof,all_high_animal|hydrocarbon;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.11111111111111112	-9.0	-4.0	12.0	0.14483709298365174	-0.45640000000000003	-0.8	10	10	test_car|eat_healthily,hasprerequisite,drive|eat_vegetable;organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;test_car|eat_healthily,hassubevent,drive|eat_vegetable;die,hasfirstsubevent,perform_in_orchestra|rest;synapse|atomic_number_of_one,partof,nerve|hydrogen;child|child_sit_in_classroom_and,capableof,die;
0.09999999999999999	-9.0	-7.0	20.0	0.28379497476253585	-0.39935714285714285	-0.75	10	14	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;heat,createdby,fire|glass_case;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;start_flame_or_fire|go_on_internet,hasprerequisite,strike_match_against_something|buy_computer;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;light_fire|use_television,causes,warmth_and_light|fall_asleep;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.14285714285714285	-8.0	-8.0	5.0	0.2025934146921756	-0.348625	-0.75	9	8	organism|chemistry_lab,notdesires,die;see_movie|agree_with_someone,haslastsubevent,leave|come_to_mutual_understand;leave|come_to_mutual_understand,entails,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.19999999999999998	-6.0	-2.0	1.0	0.17686206604512733	-0.3586666666666667	-0.6666666666666666	7	6	metronome|person,atlocation,die;organism|chemistry_lab,notdesires,die;see_movie|agree_with_someone,haslastsubevent,leave|come_to_mutual_understand;leave|come_to_mutual_understand,entails,die;nerve|hydrogen,atlocation,organism|chemistry_lab;child|child_sit_in_classroom_and,capableof,die;
0.09090909090909091	-9.0	-4.0	20.0	0.22409600361202672	-0.349	-0.7272727272727273	10	11	heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;cat|do_new_thing,atlocation,heat;light_fire|use_television,causes,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;fire|glass_case,usedfor,heat_water|protect_glass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;heat,createdby,fire|glass_case;
0.14285714285714285	-9.0	-3.0	6.0	0.12383368072004243	-0.40611111111111114	-0.7777777777777778	10	9	organism|chemistry_lab,notdesires,die;husband|cat,notdesires,drive|eat_vegetable;nissan_make_car_person|bear,antonym,die;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;test_car|eat_healthily,hassubevent,drive|eat_vegetable;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.09999999999999999	-9.0	-7.0	20.0	0.2794726660762613	-0.38385714285714284	-0.75	10	14	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;heat,createdby,fire|glass_case;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;start_flame_or_fire|go_on_internet,hasprerequisite,strike_match_against_something|buy_computer;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;fire|glass_case,usedfor,heat_water|protect_glass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.25	-3.0	-8.0	3.0	0.37158004875677403	-0.5166000000000001	-1.0	6	5	husband|cat,madeof,fur;eat_unpalatable_side_dish|bath,usedfor,soothe_itchy_skin;bath,usedfor,soothe_itchy_skin;husband|cat,notdesires,eat_unpalatable_side_dish|bath;bath,atlocation,your_butt|head;
0.16666666666666666	-8.0	-8.0	6.0	0.2076228907795882	-0.44575000000000004	-0.6875	9	8	grow|grow_into_man,antonym,die;organism|chemistry_lab,notdesires,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;back_of_house|human_body,capableof,die;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.09090909090909091	-9.0	-7.0	20.0	0.2607730300559744	-0.39076923076923076	-0.6923076923076923	10	13	start_flame_or_fire|go_on_internet,usedfor,heat;fire|glass_case,hasprerequisite,heat;strike_match_against_something|buy_computer,motivatedbygoal,start_flame_or_fire|go_on_internet;start_flame_or_fire|go_on_internet,haslastsubevent,blow_it_out|connect;sewer|small_dog,atlocation,heat;heat,createdby,fire|glass_case;heat,locatednear,fire|glass_case;heat,antonym,coldness|need_for_information;start_flame_or_fire|go_on_internet,hasfirstsubevent,light_match_or_light|check_your_email;light_fire|use_television,causes,heat;start_flame_or_fire|go_on_internet,causes,heat;fire|glass_case,usedfor,both_good_and_bad|protect_sunglass;coldness|need_for_information,causesdesire,start_flame_or_fire|go_on_internet;
0.16666666666666666	-8.0	-8.0	6.0	0.2742918905284794	-0.46937500000000004	-0.8125	9	8	organism|chemistry_lab,notdesires,die;child|child_sit_in_classroom_and,capableof,listen_to_music|learn_something;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;concert|office,hassubevent,listen_to_music|learn_something;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.125	-9.0	-4.0	4.0	0.27162178722305197	-0.494	-0.7777777777777778	10	9	organism|chemistry_lab,notdesires,die;see_movie|agree_with_someone,haslastsubevent,leave|come_to_mutual_understand;leave|come_to_mutual_understand,entails,die;child|child_sit_in_classroom_and,capableof,listen_to_music|learn_something;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;nerve|hydrogen,partof,all_high_animal|hydrocarbon;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.14285714285714285	-8.0	-8.0	7.0	0.1984579510291097	-0.5073333333333334	-0.6666666666666666	10	9	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nerve|hydrogen,atlocation,organism|chemistry_lab;organism|chemistry_lab,madeof,cell;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;back_of_house|human_body,capableof,die;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
0.16666666666666666	-8.0	-8.0	7.0	0.1890877261031343	-0.5073333333333334	-0.7647058823529411	10	9	organism|chemistry_lab,notdesires,die;nissan_make_car_person|bear,antonym,die;woodwind_instrument|hotel,atlocation,school_orchestra|lake_district;nissan_make_car_person|bear,capableof,drive|eat_vegetable;nerve|hydrogen,atlocation,organism|chemistry_lab;woodwind_instrument|hotel,usedfor,perform_in_orchestra|rest;nissan_make_car_person|bear,capableof,hunt_rabbit;die,hasfirstsubevent,perform_in_orchestra|rest;child|child_sit_in_classroom_and,capableof,die;
